пришлось,"['intr', 'past']"
удовлетворила,"['tran', 'past']"
соединили,"['tran', 'past']"
пересеклись,"['intr', 'past']"
оказалась,"['intr', 'past']"
доходил,"['intr', 'past']"
посетил,"['tran', 'past']"
пожаловался,"['intr', 'past']"
продаются,"['intr', 'pres']"
велел,"['intr', 'past']"
пригласил,"['tran', 'past']"
устроил,"['tran', 'past']"
купит,"['tran', 'futr']"
«даю,"['tran', 'pres']"
крикнул,"['intr', 'past']"
возразил,"['intr', 'past']"
прибавил,"['tran', 'past']"
«три,"['tran', None]"
закричал,"['intr', 'past']"
поцеловал,"['tran', 'past']"
строит,"['tran', 'pres']"
будет,"['intr', 'futr']"
носит,"['tran', 'pres']"
находился,"['intr', 'past']"
обветшали,"['intr', 'past']"
разработал,"['tran', 'past']"
сушилась,"['intr', 'past']"
предложил,"['tran', 'past']"
справился,"['intr', 'past']"
решил,"['tran', 'past']"
украсил,"['tran', 'past']"
придал,"['tran', 'past']"
снабдил,"['tran', 'past']"
отметил,"['tran', 'past']"
играет,"['tran', 'pres']"
имеет,"['tran', 'pres']"
позволяет,"['tran', 'pres']"
выделяется,"['intr', 'pres']"
создавала,"['tran', 'past']"
ставились,"['intr', 'past']"
прозвали,"['tran', 'past']"
выстроили,"['tran', 'past']"
использовал,"['tran', 'past']"
оборудовали,"['tran', 'past']"
прославилась,"['intr', 'past']"
располагались,"['intr', 'past']"
являются,"['intr', 'pres']"
ведутся,"['intr', 'pres']"
планируют,"['tran', 'pres']"
начнётся,"['intr', 'futr']"
покоятся,"['intr', 'pres']"
состоялась,"['intr', 'past']"
произошла,"['intr', 'past']"
одобрил,"['tran', 'past']"
продолжалось,"['intr', 'past']"
вошла,"['intr', 'past']"
сохранилось,"['intr', 'past']"
совершался,"['intr', 'past']"
хранились,"['intr', 'past']"
означает,"['tran', 'pres']"
оформились,"['intr', 'past']"
впадает,"['intr', 'pres']"
создавались,"['intr', 'past']"
лежит,"['intr', 'pres']"
осуществлялись,"['intr', 'past']"
возводился,"['intr', 'past']"
оказался,"['intr', 'past']"
грозил,"['intr', 'past']"
поручила,"['tran', 'past']"
завершилось,"['intr', 'past']"
сделал,"['tran', 'past']"
вписалось,"['intr', 'past']"
завершается,"['intr', 'pres']"
проникает,"['intr', 'pres']"
принадлежал,"['intr', 'past']"
имелись,"['intr', 'past']"
сохранилась,"['intr', 'past']"
спроектировал,"['tran', 'past']"
завершает,"['tran', 'pres']"
сохранился,"['intr', 'past']"
образовалось,"['intr', 'past']"
сделалось,"['intr', 'past']"
располагается,"['intr', 'pres']"
разместились,"['intr', 'past']"
находились,"['intr', 'past']"
размещается,"['intr', 'pres']"
именуют,"['tran', 'pres']"
возник,"['intr', 'past']"
«двенадцати,"['tran', None]"
образовали,"['tran', 'past']"
разгружались,"['intr', 'past']"
разделяла,"['tran', 'past']"
представил,"['tran', 'past']"
переработал,"['tran', 'past']"
указывала,"['tran', 'past']"
действовали,"['intr', 'past']"
зажигаются,"['intr', 'pres']"
используется,"['intr', 'pres']"
произошло,"['intr', 'past']"
связывают,"['tran', 'pres']"
рос,"['intr', 'past']"
протягивал,"['tran', 'past']"
держал,"['tran', 'past']"
выплывал,"['intr', 'past']"
производила,"['tran', 'past']"
находилась,"['intr', 'past']"
демонстрируются,"['intr', 'pres']"
